Shapes,Talent Show,Prom Jewelry,Glove Size,Style 1,Shape 1,Carat 1,Metal 1,Gold Color 1,Style 2,Shape 2,Carat 2,Metal 2,Gold Color 2,Style 3,Shape 3,Carat 3,Metal 3,Gold Color 3,Style 4,Shape 4,Carat 4,Metal 4,Gold Color 4,Personality
"Round, Emerald",In Crowd,No Jewelry,Small,Gemma,Emerald,1ct,Platinum,White,Gemma,Emerald,2ct,14k,Yellow,Gemma,Emerald,2ct,Platinum,White,Gemma,Emerald,2ct,18k,Yellow,Minimalistic
"Round, Emerald",In Crowd,No Jewelry,Medium,Gemma,Emerald,2ct,Platinum,White,Gemma,Emerald,1ct,18k,White,Gemma,Emerald,2ct,Platinum,White,Gemma,Emerald,1ct,18k,White,Minimalistic
"Round, Emerald",In Crowd,No Jewelry,Large,Gemma,Emerald,2ct,14k,White,Gemma,Emerald,1ct,18k,Yellow,Gemma,Emerald,2ct,18k,White,Gemma,Emerald,1ct,14k,Rose,Minimalistic
"Round, Emerald",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,Gemma,Emerald,2ct,Platinum,White,Gemma,Round,2ct,14k,White,Gemma,Round,2ct,18k,Rose,Gemma,Round,2ct,14k,White,Minimalistic
"Round, Emerald",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,Gemma,Round,2ct,Platinum,White,Gemma,Round,2ct,Platinum,White,Gemma,Round,2ct,14k,Rose,Gemma,Round,2ct,18k,Rose,Minimalistic
"Round, Emerald",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,Gemma,Emerald,4ct,Platinum,White,Gemma,Emerald,3ct,14k,Rose,Gemma,Round,4ct,14k,Yellow,Gemma,Emerald,4ct,Platinum,White,Minimalistic
"Round, Emerald",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,Gemma,Emerald,4ct,14k,Yellow,Gemma,Emerald,3ct,18k,White,Gemma,Emerald,4ct,18k,Rose,Gemma,Round,3ct,Platinum,White,Minimalistic
"Round, Emerald",Not Attending,Necklace & Earrings,X-Small,Gemma,Round,2ct,Platinum,White,Gemma,Round,2ct,Platinum,White,Gemma,Round,2ct,14k,Yellow,Gemma,Round,2ct,14k,Rose,Minimalistic
"Round, Emerald",Not Attending,Necklace & Earrings,Small,Gemma,Round,2ct,18k,Yellow,Gemma,Round,2ct,14k,Yellow,Gemma,Round,2ct,18k,White,Gemma,Round,2ct,14k,White,Minimalistic
"Round, Emerald",Not Attending,Necklace & Earrings,Medium,Gemma,Round,4ct,Platinum,White,Gemma,Round,4ct,18k,Yellow,Gemma,Round,4ct,18k,White,Gemma,Round,1ct,Platinum,White,Minimalistic
"Round, Emerald",Not Attending,Necklace & Earrings,Large,Gemma,Round,1ct,18k,White,Gemma,Round,4ct,Platinum,White,Gemma,Round,2ct,14k,Rose,Gemma,Round,4ct,Platinum,White,Minimalistic
"Round, Emerald",Not Attending,Earrings Only,X-Small,Gemma,Round,1ct,18k,Rose,Gemma,Emerald,1ct,14k,Rose,Gemma,Round,2ct,18k,Rose,Gemma,Emerald,2ct,14k,Yellow,Minimalistic
"Round, Emerald",Not Attending,Earrings Only,Small,Gemma,Emerald,2ct,14k,Rose,Gemma,Emerald,1ct,Platinum,White,Gemma,Emerald,2ct,Platinum,White,Gemma,Round,2ct,Platinum,White,Minimalistic
"Round, Emerald",Not Attending,Earrings Only,Medium,Gemma,Emerald,2ct,14k,White,Gemma,Emerald,2ct,18k,Yellow,Gemma,Round,2ct,Platinum,White,Gemma,Emerald,2ct,Platinum,White,Minimalistic
"Round, Emerald",Not Attending,Earrings Only,Large,Gemma,Round,1ct,18k,Yellow,Gemma,Emerald,1ct,14k,White,Gemma,Round,2ct,18k,Yellow,Gemma,Round,2ct,18k,White,Minimalistic
"Round, Emerald",Not Attending,No Jewelry,X-Small,Gemma,Emerald,2ct,14k,Yellow,Gemma,Emerald,1ct,Platinum,White,Gemma,Emerald,2ct,14k,Yellow,Gemma,Emerald,1ct,18k,White,Minimalistic
"Round, Emerald",Not Attending,No Jewelry,Small,Gemma,Emerald,1ct,14k,Yellow,Gemma,Emerald,2ct,18k,Yellow,Gemma,Emerald,2ct,14k,White,Gemma,Emerald,2ct,Platinum,White,Minimalistic
"Round, Emerald",Not Attending,No Jewelry,Medium,Gemma,Emerald,2ct,Platinum,White,Gemma,Emerald,1ct,18k,Yellow,Gemma,Emerald,2ct,Platinum,White,Gemma,Emerald,2ct,18k,Yellow,Minimalistic
"Round, Emerald",Not Attending,No Jewelry,Large,Gemma,Emerald,2ct,18k,White,Gemma,Emerald,1ct,Platinum,White,Gemma,Emerald,2ct,Platinum,White,Gemma,Emerald,2ct,Platinum,White,Minimalistic
"Round, Heart",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,GABRIELLA,Heart,2ct,14k,White,GABRIELLA,Heart,2ct,18k,White,GABRIELLA,Heart,2ct,18k,Rose,EMILIA,Heart,2ct,Platinum,White,Glamorous
"Round, Heart",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,CATERINA,Heart,2ct,Platinum,White,MIA,Heart,2ct,Platinum,White,CATERINA,Heart,2ct,14k,White,MIA,Heart,2ct,Platinum,White,Glamorous
"Round, Heart",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,CATERINA,Heart,4ct,18k,Rose,GABRIELLA,Heart,3ct,18k,Rose,GABRIELLA,Heart,5ct,14k,Rose,GABRIELLA,Heart,4ct,14k,White,Glamorous
"Round, Heart",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,EMILIA,Heart,4ct,Platinum,White,Emma,Heart,3ct,18k,Rose,GABRIELLA,Heart,3ct,Platinum,White,Emma,Heart,4ct,14k,Yellow,Glamorous
"Round, Heart",Center Stage,Necklace & Earrings,X-Small,Donatella,Round,2ct,18k,Yellow,ARIA,Round,2ct,18k,Yellow,GIORGINA,Round,2ct,18k,White,GIULIA,Round,2ct,14k,Rose,Classic
"Round, Heart",Center Stage,Necklace & Earrings,Small,CAMILLA,Round,2ct,Platinum,White,GIORGINA,Round,2ct,18k,Rose,Bianca,Round,2ct,14k,Yellow,Donatella,Round,2ct,18k,Yellow,Classic
"Round, Heart",Center Stage,Necklace & Earrings,Medium,DANIELLA,Round,2ct,14k,White,ARIA,Round,2ct,Platinum,White,GIULIA,Round,2ct,Platinum,White,Bianca,Round,3ct,18k,Yellow,Classic
"Round, Heart",Center Stage,Necklace & Earrings,Large,ARIA,Round,4ct,14k,Yellow,CAMILLA,Round,3ct,Platinum,White,GIORGINA,Round,3ct,18k,Rose,ARIA,Round,4ct,Platinum,White,Classic
"Round, Heart",Center Stage,Earrings Only,X-Small,Francesca,Heart,2ct,14k,White,Elena,Heart,1ct,18k,Rose,Alessia,Heart,1ct,14k,White,Beatrice,Heart,2ct,Platinum,White,Trendy
"Round, Heart",Center Stage,Earrings Only,Small,Gianna,Heart,2ct,18k,Rose,Gianna,Round,2ct,18k,White,Alessia,Heart,2ct,Platinum,White,Alessia,Heart,2ct,14k,Rose,Trendy
"Round, Heart",Center Stage,Earrings Only,Medium,Gianna,Round,2ct,14k,White,Alessia,Round,3ct,14k,Rose,Gianna,Heart,2ct,Platinum,White,Elena,Round,3ct,14k,Rose,Trendy
"Round, Heart",Center Stage,Earrings Only,Large,Alessia,Heart,1ct,14k,Rose,Francesca,Round,2ct,14k,Rose,Gianna,Round,1ct,18k,Yellow,Francesca,Round,2ct,Platinum,White,Trendy
"Round, Heart",Center Stage,No Jewelry,X-Small,Francesca,Round,2ct,18k,Yellow,Elena,Round,2ct,14k,Yellow,Alessia,Round,2ct,18k,Yellow,Alessia,Round,2ct,18k,White,Trendy
"Round, Heart",Center Stage,No Jewelry,Small,Gianna,Heart,1ct,Platinum,White,Elena,Round,1ct,18k,White,Francesca,Round,2ct,Platinum,White,Gianna,Heart,2ct,Platinum,White,Trendy
"Round, Heart",Center Stage,No Jewelry,Medium,Francesca,Round,2ct,Platinum,White,Gianna,Round,1ct,Platinum,White,Alessia,Heart,2ct,14k,White,Beatrice,Round,2ct,18k,Yellow,Trendy
"Round, Heart",Center Stage,No Jewelry,Large,Francesca,Round,2ct,Platinum,White,Francesca,Round,1ct,Platinum,White,Alessia,Round,1ct,18k,Rose,Gianna,Heart,2ct,Platinum,White,Trendy
"Round, Heart",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,Gemma,Heart,2ct,18k,Yellow,Gemma,Heart,2ct,Platinum,White,Gemma,Heart,2ct,18k,Rose,Gemma,Heart,2ct,18k,Rose,Minimalistic
"Round, Heart",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,Gemma,Heart,2ct,Platinum,White,Gemma,Heart,2ct,18k,Yellow,Gemma,Heart,2ct,Platinum,White,Gemma,Heart,2ct,14k,Yellow,Minimalistic
"Round, Heart",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,Gemma,Heart,3ct,Platinum,White,Gemma,Heart,4ct,14k,Yellow,Gemma,Heart,3ct,18k,White,Gemma,Heart,3ct,18k,Yellow,Minimalistic
"Round, Heart",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,Gemma,Heart,4ct,14k,Yellow,Gemma,Heart,3ct,18k,Rose,Gemma,Heart,3ct,14k,Rose,Gemma,Heart,5ct,18k,Rose,Minimalistic
"Round, Heart",In Crowd,Necklace & Earrings,X-Small,ANGELINA,Round,2ct,18k,Rose,DANIELLA,Round,2ct,Platinum,White,Arianna,Round,2ct,Platinum,White,ANGELINA,Round,2ct,14k,Yellow,Classic
"Round, Heart",In Crowd,Necklace & Earrings,Small,GIORGINA,Round,2ct,14k,White,ANGELINA,Round,2ct,14k,Yellow,GIORGINA,Round,2ct,14k,Yellow,GIULIA,Round,2ct,18k,White,Classic
"Round, Heart",In Crowd,Necklace & Earrings,Medium,ANGELINA,Round,3ct,18k,Rose,GIORGINA,Round,4ct,14k,Yellow,Arianna,Round,3ct,14k,Yellow,ANGELINA,Round,4ct,14k,White,Classic
"Round, Heart",In Crowd,Necklace & Earrings,Large,ANGELINA,Round,1ct,14k,Yellow,Arianna,Round,4ct,Platinum,White,GIORGINA,Round,3ct,14k,Rose,CAMILLA,Round,4ct,14k,Yellow,Classic
"Round, Heart",In Crowd,Earrings Only,X-Small,Francesca,Round,1ct,18k,Yellow,Gianna,Round,1ct,18k,Yellow,Beatrice,Round,2ct,18k,Rose,Elena,Heart,2ct,18k,Rose,Trendy
"Round, Heart",In Crowd,Earrings Only,Small,Beatrice,Round,2ct,14k,Yellow,Beatrice,Heart,1ct,Platinum,White,Alessia,Round,2ct,Platinum,White,Beatrice,Heart,2ct,Platinum,White,Trendy
"Round, Heart",In Crowd,Earrings Only,Medium,Beatrice,Heart,3ct,Platinum,White,Elena,Heart,2ct,14k,Rose,Francesca,Round,2ct,Platinum,White,Gianna,Heart,2ct,Platinum,White,Trendy
"Round, Heart",In Crowd,Earrings Only,Large,Beatrice,Heart,2ct,14k,White,Gianna,Heart,2ct,18k,Yellow,Beatrice,Round,2ct,18k,White,Gianna,Round,2ct,18k,White,Trendy
"Round, Heart",In Crowd,No Jewelry,X-Small,Gemma,Heart,2ct,14k,White,Gemma,Heart,1ct,Platinum,White,Gemma,Heart,2ct,14k,Rose,Gemma,Heart,1ct,Platinum,White,Minimalistic
"Round, Heart",In Crowd,No Jewelry,Small,Gemma,Round,1ct,Platinum,White,Gemma,Heart,1ct,14k,White,Gemma,Round,2ct,Platinum,White,Gemma,Heart,1ct,Platinum,White,Minimalistic
"Round, Heart",In Crowd,No Jewelry,Medium,Gemma,Heart,2ct,14k,Yellow,Gemma,Round,1ct,Platinum,White,Gemma,Heart,2ct,14k,Rose,Gemma,Heart,1ct,14k,Rose,Minimalistic
"Round, Heart",In Crowd,No Jewelry,Large,Gemma,Round,2ct,18k,Yellow,Gemma,Round,1ct,14k,Yellow,Gemma,Heart,2ct,18k,Yellow,Gemma,Round,1ct,Platinum,White,Minimalistic
"Round, Heart",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,Gemma,Heart,2ct,Platinum,White,Gemma,Heart,2ct,14k,Yellow,Gemma,Heart,2ct,Platinum,White,Gemma,Heart,2ct,14k,Rose,Minimalistic
"Round, Heart",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,Gemma,Heart,2ct,14k,Yellow,Gemma,Heart,2ct,Platinum,White,Gemma,Heart,2ct,14k,Rose,Gemma,Heart,2ct,14k,White,Minimalistic
"Round, Heart",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,Gemma,Heart,4ct,Platinum,White,Gemma,Heart,3ct,Platinum,White,Gemma,Heart,4ct,Platinum,White,Gemma,Heart,5ct,14k,Rose,Minimalistic
"Round, Heart",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,Gemma,Heart,4ct,18k,White,Gemma,Heart,3ct,18k,Yellow,Gemma,Heart,5ct,18k,White,Gemma,Heart,4ct,Platinum,White,Minimalistic
"Round, Heart",Not Attending,Necklace & Earrings,X-Small,Gemma,Round,2ct,Platinum,White,Gemma,Round,2ct,18k,Yellow,Gemma,Round,2ct,Platinum,White,Gemma,Round,2ct,18k,Rose,Minimalistic
"Round, Heart",Not Attending,Necklace & Earrings,Small,Gemma,Round,2ct,14k,White,Gemma,Round,2ct,14k,Yellow,Gemma,Round,2ct,18k,Yellow,Gemma,Round,2ct,14k,White,Minimalistic
"Round, Heart",Not Attending,Necklace & Earrings,Medium,Gemma,Round,2ct,Platinum,White,Gemma,Round,3ct,14k,White,Gemma,Round,4ct,14k,White,Gemma,Round,1ct,Platinum,White,Minimalistic
"Round, Heart",Not Attending,Necklace & Earrings,Large,Gemma,Round,1ct,Platinum,White,Gemma,Round,3ct,Platinum,White,Gemma,Round,2ct,Platinum,White,Gemma,Round,1ct,Platinum,White,Minimalistic
"Round, Heart",Not Attending,Earrings Only,X-Small,Gemma,Heart,2ct,18k,White,Gemma,Round,1ct,14k,Rose,Gemma,Heart,2ct,18k,Yellow,Gemma,Round,1ct,Platinum,White,Minimalistic
"Round, Heart",Not Attending,Earrings Only,Small,Gemma,Heart,2ct,14k,Rose,Gemma,Round,1ct,Platinum,White,Gemma,Round,2ct,14k,Yellow,Gemma,Heart,1ct,Platinum,White,Minimalistic
"Round, Heart",Not Attending,Earrings Only,Medium,Gemma,Round,2ct,18k,White,Gemma,Heart,2ct,Platinum,White,Gemma,Heart,2ct,14k,Yellow,Gemma,Heart,1ct,14k,Rose,Minimalistic
"Round, Heart",Not Attending,Earrings Only,Large,Gemma,Round,3ct,18k,White,Gemma,Round,2ct,18k,White,Gemma,Round,2ct,18k,Yellow,Gemma,Round,2ct,Platinum,White,Minimalistic
"Round, Heart",Not Attending,No Jewelry,X-Small,Gemma,Heart,2ct,Platinum,White,Gemma,Round,1ct,14k,White,Gemma,Round,2ct,Platinum,White,Gemma,Round,2ct,Platinum,White,Minimalistic
"Round, Heart",Not Attending,No Jewelry,Small,Gemma,Heart,2ct,14k,Rose,Gemma,Round,1ct,Platinum,White,Gemma,Round,2ct,14k,Yellow,Gemma,Heart,2ct,14k,Yellow,Minimalistic
"Round, Heart",Not Attending,No Jewelry,Medium,Gemma,Round,2ct,18k,Yellow,Gemma,Heart,2ct,14k,Rose,Gemma,Round,2ct,14k,White,Gemma,Round,2ct,14k,White,Minimalistic
"Round, Heart",Not Attending,No Jewelry,Large,Gemma,Round,2ct,18k,Yellow,Gemma,Heart,1ct,18k,Rose,Gemma,Heart,1ct,18k,Rose,Gemma,Heart,1ct,Platinum,White,Minimalistic
"Round, Marquise",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,EMILIA,Marquise,2ct,14k,Rose,CATERINA,Marquise,2ct,18k,White,Emma,Marquise,2ct,Platinum,White,CATERINA,Marquise,2ct,18k,Yellow,Glamorous
"Round, Marquise",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,MIA,Marquise,2ct,14k,White,CATERINA,Marquise,2ct,14k,Yellow,GABRIELLA,Marquise,2ct,18k,Rose,GABRIELLA,Marquise,2ct,14k,Yellow,Glamorous
"Round, Marquise",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,CATERINA,Marquise,3ct,14k,White,MIA,Marquise,4ct,Platinum,White,Emma,Marquise,3ct,Platinum,White,MIA,Marquise,4ct,Platinum,White,Glamorous
"Round, Marquise",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,Emma,Marquise,3ct,Platinum,White,GABRIELLA,Marquise,3ct,18k,White,GABRIELLA,Marquise,3ct,18k,Rose,MIA,Marquise,4ct,Platinum,White,Glamorous
"Round, Marquise",Center Stage,Necklace & Earrings,X-Small,Bianca,Round,2ct,Platinum,White,ARIA,Round,2ct,Platinum,White,ARIA,Round,2ct,18k,Yellow,DANIELLA,Round,2ct,18k,Yellow,Classic
"Round, Marquise",Center Stage,Necklace & Earrings,Small,ANGELINA,Round,2ct,Platinum,White,GIULIA,Round,2ct,14k,White,CAMILLA,Round,2ct,18k,White,Donatella,Round,2ct,Platinum,White,Classic
"Round, Marquise",Center Stage,Necklace & Earrings,Medium,GIORGINA,Round,3ct,14k,White,DANIELLA,Round,4ct,Platinum,White,DANIELLA,Round,2ct,14k,White,GIULIA,Round,4ct,18k,Rose,Classic
"Round, Marquise",Center Stage,Necklace & Earrings,Large,CAMILLA,Round,3ct,Platinum,White,Donatella,Round,3ct,18k,Rose,ARIA,Round,2ct,Platinum,White,Donatella,Round,1ct,18k,Yellow,Classic
"Round, Marquise",Center Stage,Earrings Only,X-Small,Alessia,Marquise,1ct,18k,White,Alessia,Round,1ct,14k,Rose,Francesca,Round,2ct,14k,White,Alessia,Round,2ct,18k,White,Trendy
"Round, Marquise",Center Stage,Earrings Only,Small,Elena,Marquise,1ct,14k,Rose,Elena,Marquise,2ct,Platinum,White,Beatrice,Round,2ct,18k,Yellow,Gianna,Marquise,2ct,14k,Yellow,Trendy
"Round, Marquise",Center Stage,Earrings Only,Medium,Alessia,Marquise,3ct,14k,White,Alessia,Marquise,2ct,18k,Rose,Beatrice,Round,2ct,18k,Rose,Beatrice,Marquise,1ct,Platinum,White,Trendy
"Round, Marquise",Center Stage,Earrings Only,Large,Elena,Round,2ct,Platinum,White,Gianna,Round,2ct,Platinum,White,Francesca,Marquise,2ct,Platinum,White,Alessia,Marquise,2ct,18k,Rose,Trendy
"Round, Marquise",Center Stage,No Jewelry,X-Small,Elena,Marquise,2ct,14k,Yellow,Francesca,Round,1ct,Platinum,White,Gianna,Round,1ct,18k,Yellow,Alessia,Round,2ct,Platinum,White,Trendy
"Round, Marquise",Center Stage,No Jewelry,Small,Alessia,Round,2ct,18k,Rose,Francesca,Round,1ct,Platinum,White,Francesca,Marquise,1ct,Platinum,White,Beatrice,Marquise,2ct,14k,Yellow,Trendy
"Round, Marquise",Center Stage,No Jewelry,Medium,Alessia,Marquise,2ct,18k,White,Gianna,Marquise,1ct,18k,Rose,Beatrice,Round,2ct,Platinum,White,Elena,Round,1ct,14k,Yellow,Trendy
"Round, Marquise",Center Stage,No Jewelry,Large,Beatrice,Round,2ct,18k,Rose,Gianna,Round,1ct,18k,Yellow,Alessia,Marquise,2ct,Platinum,White,Francesca,Marquise,2ct,18k,Rose,Trendy
"Round, Marquise",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,Gemma,Marquise,2ct,Platinum,White,Gemma,Marquise,2ct,14k,Yellow,Gemma,Marquise,2ct,14k,Yellow,Gemma,Marquise,2ct,Platinum,White,Minimalistic
"Round, Marquise",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,Gemma,Marquise,2ct,Platinum,White,Gemma,Marquise,2ct,14k,White,Gemma,Marquise,2ct,18k,Rose,Gemma,Marquise,2ct,14k,White,Minimalistic
"Round, Marquise",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,Gemma,Marquise,4ct,18k,White,Gemma,Marquise,3ct,Platinum,White,Gemma,Marquise,4ct,Platinum,White,Gemma,Marquise,3ct,14k,Yellow,Minimalistic
"Round, Marquise",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,Gemma,Marquise,4ct,Platinum,White,Gemma,Marquise,3ct,Platinum,White,Gemma,Marquise,5ct,18k,Yellow,Gemma,Marquise,4ct,18k,White,Minimalistic
"Round, Marquise",In Crowd,Necklace & Earrings,X-Small,ANGELINA,Round,2ct,18k,Rose,Donatella,Round,2ct,Platinum,White,CAMILLA,Round,2ct,Platinum,White,DANIELLA,Round,2ct,Platinum,White,Classic
"Round, Marquise",In Crowd,Necklace & Earrings,Small,CAMILLA,Round,2ct,14k,Rose,GIULIA,Round,2ct,Platinum,White,DANIELLA,Round,2ct,14k,White,Bianca,Round,2ct,18k,Yellow,Classic
"Round, Marquise",In Crowd,Necklace & Earrings,Medium,Bianca,Round,4ct,14k,Yellow,Donatella,Round,2ct,Platinum,White,GIORGINA,Round,2ct,14k,Rose,CAMILLA,Round,3ct,14k,Yellow,Classic
"Round, Marquise",In Crowd,Necklace & Earrings,Large,CAMILLA,Round,1ct,Platinum,White,ANGELINA,Round,4ct,Platinum,White,CAMILLA,Round,4ct,14k,Yellow,ANGELINA,Round,2ct,Platinum,White,Classic
"Round, Marquise",In Crowd,Earrings Only,X-Small,Francesca,Marquise,1ct,14k,Yellow,Francesca,Round,1ct,14k,Rose,Alessia,Round,1ct,Platinum,White,Gianna,Marquise,2ct,18k,Yellow,Trendy
"Round, Marquise",In Crowd,Earrings Only,Small,Francesca,Marquise,1ct,18k,Yellow,Francesca,Marquise,1ct,14k,Rose,Beatrice,Marquise,1ct,14k,Yellow,Francesca,Marquise,2ct,14k,Rose,Trendy
"Round, Marquise",In Crowd,Earrings Only,Medium,Elena,Round,2ct,Platinum,White,Elena,Marquise,2ct,Platinum,White,Beatrice,Marquise,3ct,14k,Rose,Beatrice,Round,3ct,18k,Yellow,Trendy
"Round, Marquise",In Crowd,Earrings Only,Large,Alessia,Round,2ct,18k,White,Francesca,Round,1ct,18k,Yellow,Elena,Marquise,2ct,18k,White,Alessia,Marquise,3ct,14k,White,Trendy
"Round, Marquise",In Crowd,No Jewelry,X-Small,Gemma,Round,2ct,18k,Rose,Gemma,Round,1ct,18k,White,Gemma,Marquise,2ct,14k,Rose,Gemma,Round,2ct,18k,Rose,Minimalistic
"Round, Marquise",In Crowd,No Jewelry,Small,Gemma,Round,2ct,18k,Rose,Gemma,Marquise,1ct,14k,White,Gemma,Marquise,2ct,Platinum,White,Gemma,Marquise,2ct,14k,White,Minimalistic
"Round, Marquise",In Crowd,No Jewelry,Medium,Gemma,Round,1ct,18k,Rose,Gemma,Round,1ct,Platinum,White,Gemma,Round,2ct,14k,Yellow,Gemma,Marquise,2ct,14k,Yellow,Minimalistic
"Round, Marquise",In Crowd,No Jewelry,Large,Gemma,Marquise,2ct,14k,Rose,Gemma,Marquise,1ct,14k,Rose,Gemma,Round,2ct,Platinum,White,Gemma,Marquise,1ct,14k,Yellow,Minimalistic
"Round, Marquise",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,Gemma,Marquise,2ct,14k,Rose,Gemma,Marquise,2ct,18k,Rose,Gemma,Marquise,2ct,18k,Yellow,Gemma,Marquise,2ct,14k,Yellow,Minimalistic
"Round, Marquise",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,Gemma,Marquise,2ct,14k,White,Gemma,Marquise,2ct,18k,White,Gemma,Marquise,2ct,18k,White,Gemma,Marquise,2ct,18k,Rose,Minimalistic
"Round, Marquise",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,Gemma,Marquise,4ct,14k,White,Gemma,Marquise,3ct,Platinum,White,Gemma,Marquise,4ct,14k,Rose,Gemma,Marquise,4ct,Platinum,White,Minimalistic
"Round, Marquise",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,Gemma,Marquise,4ct,14k,White,Gemma,Marquise,3ct,Platinum,White,Gemma,Marquise,4ct,18k,Yellow,Gemma,Marquise,3ct,18k,Yellow,Minimalistic
"Round, Marquise",Not Attending,Necklace & Earrings,X-Small,Gemma,Round,2ct,Platinum,White,Gemma,Round,2ct,14k,Yellow,Gemma,Round,2ct,Platinum,White,Gemma,Round,2ct,Platinum,White,Minimalistic
"Round, Marquise",Not Attending,Necklace & Earrings,Small,Gemma,Round,2ct,Platinum,White,Gemma,Round,2ct,Platinum,White,Gemma,Round,2ct,14k,White,Gemma,Round,2ct,18k,Yellow,Minimalistic
"Round, Marquise",Not Attending,Necklace & Earrings,Medium,Gemma,Round,1ct,Platinum,White,Gemma,Round,3ct,14k,White,Gemma,Round,2ct,14k,Rose,Gemma,Round,1ct,Platinum,White,Minimalistic
"Round, Marquise",Not Attending,Necklace & Earrings,Large,Gemma,Round,1ct,Platinum,White,Gemma,Round,4ct,Platinum,White,Gemma,Round,2ct,14k,White,Gemma,Round,3ct,Platinum,White,Minimalistic
"Round, Marquise",Not Attending,Earrings Only,X-Small,Gemma,Marquise,2ct,14k,Rose,Gemma,Marquise,1ct,14k,White,Gemma,Round,1ct,18k,Rose,Gemma,Round,1ct,14k,White,Minimalistic
"Round, Marquise",Not Attending,Earrings Only,Small,Gemma,Round,2ct,18k,White,Gemma,Round,1ct,14k,Rose,Gemma,Round,2ct,14k,Rose,Gemma,Marquise,2ct,Platinum,White,Minimalistic
"Round, Marquise",Not Attending,Earrings Only,Medium,Gemma,Round,2ct,14k,Yellow,Gemma,Marquise,2ct,14k,White,Gemma,Marquise,2ct,14k,White,Gemma,Round,2ct,Platinum,White,Minimalistic
"Round, Marquise",Not Attending,Earrings Only,Large,Gemma,Marquise,2ct,14k,White,Gemma,Marquise,3ct,18k,Rose,Gemma,Round,1ct,14k,White,Gemma,Marquise,3ct,14k,White,Minimalistic
"Round, Marquise",Not Attending,No Jewelry,X-Small,Gemma,Marquise,2ct,Platinum,White,Gemma,Marquise,1ct,14k,Yellow,Gemma,Round,2ct,14k,Yellow,Gemma,Marquise,2ct,Platinum,White,Minimalistic
"Round, Marquise",Not Attending,No Jewelry,Small,Gemma,Marquise,1ct,Platinum,White,Gemma,Round,1ct,14k,Rose,Gemma,Round,2ct,18k,Rose,Gemma,Round,2ct,18k,Yellow,Minimalistic
"Round, Marquise",Not Attending,No Jewelry,Medium,Gemma,Round,2ct,Platinum,White,Gemma,Marquise,2ct,18k,White,Gemma,Round,2ct,18k,White,Gemma,Round,2ct,Platinum,White,Minimalistic
"Round, Marquise",Not Attending,No Jewelry,Large,Gemma,Round,2ct,18k,Yellow,Gemma,Marquise,1ct,14k,Yellow,Gemma,Round,2ct,18k,White,Gemma,Marquise,1ct,18k,White,Minimalistic
"Round, Pear",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,CATERINA,Pear,2ct,Platinum,White,GABRIELLA,Round,2ct,18k,Rose,EMILIA,Round,2ct,Platinum,White,GABRIELLA,Pear,2ct,18k,White,Glamorous
"Round, Pear",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,GABRIELLA,Round,2ct,Platinum,White,Emma,Round,2ct,Platinum,White,EMILIA,Round,2ct,14k,Rose,MIA,Round,2ct,18k,Yellow,Glamorous
